ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP4008	NO/cGMP/PKG mediated neuroprotection	6/642	34/6026	0.147223133131816	0.483733151718823	0.392173329932227	2906/3458/3553/4843/5593/7124	6
WP3869	Cannabinoid receptor signaling	5/642	27/6026	0.153385783227199	0.491967436753057	0.398849049737686	1557/1559/1576/5600/6300	5
WP4917	Proximal tubule transport	7/642	42/6026	0.15370903607697	0.491967436753057	0.398849049737686	5243/1244/6514/142680/6519/340024/11136	7
WP1434	Osteopontin signaling	3/642	13/6026	0.153803484367933	0.491967436753057	0.398849049737686	4318/5328/6696	3
WP5178	Disorders of fructose metabolism	3/642	13/6026	0.153803484367933	0.491967436753057	0.398849049737686	229/3795/6514	3
WP4787	Osteoblast differentiation and related diseases	14/642	98/6026	0.155838181943827	0.495196328150449	0.401466784509027	2255/2252/2254/11211/5600/6300/4854/4855/5288/8503/6772/7480/7472/7474	14
WP3645	NAD+ biosynthetic pathways	4/642	20/6026	0.157028400254888	0.495717106687	0.40188899136442	952/3620/10135/6999	4
WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	5/642	28/6026	0.171441714045083	0.53770355768685	0.435928350135138	9509/1277/1278/60681/4982	5
WP262	Ebstein-Barr virus LMP1 signaling	4/642	21/6026	0.178671693163697	0.543381513046419	0.440531596062478	6364/9260/7124/7185	4
WP4141	PI3K/AKT/mTOR - vitamin D3 signaling	4/642	21/6026	0.178671693163697	0.543381513046419	0.440531596062478	941/3101/3586/6515	4
WP4564	Neural crest cell migration during development	6/642	36/6026	0.178910834680646	0.543381513046419	0.440531596062478	2047/2151/4313/4318/8503/7291	6
WP3935	Leptin-insulin signaling overlap	3/642	14/6026	0.181127171015473	0.543381513046419	0.440531596062478	8503/8651/9021	3
WP4337	ncRNAs involved in STAT3 signaling in hepatocellular carcinoma	3/642	14/6026	0.181127171015473	0.543381513046419	0.440531596062478	3589/3569/652995	3
WP4582	Cancer immunotherapy by CTLA4 blockade	3/642	14/6026	0.181127171015473	0.543381513046419	0.440531596062478	941/1493/8503	3
WP5061	Fatty acid transporters	3/642	14/6026	0.181127171015473	0.543381513046419	0.440531596062478	2180/2182/2172	3
WP4331	Neovascularisation processes	6/642	37/6026	0.195701239339146	0.583019427716794	0.472666943686711	3091/4318/4854/4855/7042/7043	6
WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	7/642	45/6026	0.197810054595759	0.583019427716794	0.472666943686711	6356/3055/3559/3569/3575/4067/6772	7
WP5053	Development of ureteric collection system	8/642	53/6026	0.197961047920402	0.583019427716794	0.472666943686711	2296/80144/158326/341640/2674/80000/6469/7042	8
WP3591	Sleep regulation	4/642	22/6026	0.201239466444048	0.589082801772577	0.477582657206928	100/134/3569/5730	4
WP4258	lncRNA in canonical Wnt signaling and colorectal cancer	11/642	78/6026	0.204271723900949	0.594356883398546	0.481858473628111	467/22943/8061/11211/283120/5328/6423/6425/7480/7472/7474	11
WP272	Blood clotting cascade	3/642	15/6026	0.209616613755012	0.60264776454566	0.488580077173337	5328/5054/7450	3
WP698	Glucuronidation	3/642	15/6026	0.209616613755012	0.60264776454566	0.488580077173337	54657/79799/7364	3
WP4816	TGF-beta receptor signaling in skeletal dysplasias	8/642	54/6026	0.212354465549283	0.606906549469253	0.492032769756047	2022/2200/3458/3624/5054/6696/6772/7124	8
WP4357	NRF2-ARE regulation	4/642	23/6026	0.224593815924149	0.634379023926106	0.514305321783832	1051/2939/4094/23657	4
WP4585	Cancer immunotherapy by PD-1 blockade	4/642	23/6026	0.224593815924149	0.634379023926106	0.514305321783832	10538/29126/3458/80380	4
WP3298	Melatonin metabolism and effects	5/642	31/6026	0.229921438506188	0.637318778534664	0.516688646866939	1545/1557/1565/406938/4543	5
WP4241	Type 2 papillary renal cell carcinoma	5/642	31/6026	0.229921438506188	0.637318778534664	0.516688646866939	1513/112399/3091/7042/7043	5
WP4565	Neural crest cell migration in cancer	6/642	39/6026	0.230912600918357	0.637318778534664	0.516688646866939	2047/2151/4313/4318/8503/7291	6
WP534	Glycolysis and gluconeogenesis	6/642	39/6026	0.230912600918357	0.637318778534664	0.516688646866939	229/3099/3101/5313/6514/6515	6
WP3644	NAD+ metabolism	3/642	16/6026	0.238994540068975	0.652171541544153	0.528730115406832	952/10135/203447	3
WP4225	Pyrimidine metabolism and related diseases	3/642	16/6026	0.238994540068975	0.652171541544153	0.528730115406832	1373/5009/1890	3
WP3941	Oxidative damage response	6/642	40/6026	0.249221877773242	0.676259364968966	0.548258654829368	715/717/721/728/7124/7185	6
WP2324	AGE/RAGE pathway	9/642	65/6026	0.252161642396017	0.680413817191487	0.551626762548182	249/3091/3625/4322/4313/4316/4318/4843/6772	9
WP4830	GDNF/RET signaling axis	3/642	17/6026	0.268999549288333	0.721815457257027	0.585192001960584	2296/2674/26585	3
WP4900	Purinergic signaling	4/642	25/6026	0.273113016472406	0.728804347824156	0.590858052502094	134/5027/53829/5031	4
WP560	TGF-beta receptor signaling	7/642	50/6026	0.280294196495183	0.743857675314139	0.603062123170665	2022/3458/3624/5054/6696/6772/7124	7
WP2036	TNF-related weak inducer of apoptosis (TWEAK) signaling pathway	6/642	42/6026	0.286959290619411	0.755858314785228	0.612791311104075	330/6347/3569/4318/7124/7185	6
WP4846	SARS-CoV-2 and COVID-19 pathway	2/642	10/6026	0.289291412145149	0.755858314785228	0.612791311104075	59272/340024	2
WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	8/642	59/6026	0.289510948727261	0.755858314785228	0.612791311104075	1437/1493/29851/3458/3586/3937/1326/7124	8
WP4172	PI3K-Akt signaling pathway	33/642	280/6026	0.292415729319749	0.759337619685154	0.615612061725787	285/1277/1278/1282/1284/1291/1293/84699/9586/1440/1441/2255/2252/2254/2786/3082/3559/3569/3575/3678/3918/10319/23566/5008/9180/5159/5228/8503/6696/7058/7097/3371/7450	33
WP3877	MYD88 distinct input-output pathway	3/642	18/6026	0.299389046061342	0.773288284746675	0.626922179199658	3552/7097/51311	3
WP2371	Parkinson's disease pathway	5/642	35/6026	0.314869767221935	0.80619677214433	0.653601829002268	120892/5600/6300/9627/9246	5
WP3865	Novel intracellular components of RIG-I-like receptor (RLR) pathway	7/642	52/6026	0.315468302143434	0.80619677214433	0.653601829002268	843/3627/3458/9636/5600/6300/7124	7
WP2197	Endothelin pathways	4/642	27/6026	0.32316247441291	0.810333382136821	0.65695547162449	1909/2769/4852/5739	4
WP4961	STING pathway in Kawasaki-like disease and COVID-19	3/642	19/6026	0.329941036606627	0.810333382136821	0.65695547162449	2212/3553/114548	3
WP5181	Roles of ceramides in the development of insulin resistance	3/642	19/6026	0.329941036606627	0.810333382136821	0.65695547162449	2180/7124/7185	3
WP229	Irinotecan pathway	2/642	11/6026	0.330508646544417	0.810333382136821	0.65695547162449	1244/1576	2
WP3630	NAD metabolism, sirtuins and aging	2/642	11/6026	0.330508646544417	0.810333382136821	0.65695547162449	3091/10135	2
WP3930	EDA signaling in hair follicle development	2/642	11/6026	0.330508646544417	0.810333382136821	0.65695547162449	22943/6469	2
WP4271	Vitamin B12 disorders	2/642	11/6026	0.330508646544417	0.810333382136821	0.65695547162449	8029/6947	2
WP5052	Nephrogenesis	2/642	11/6026	0.330508646544417	0.810333382136821	0.65695547162449	8854/80000	2
WP2870	Extracellular vesicle-mediated signaling in recipient cells	4/642	28/6026	0.348449267807548	0.849416955155691	0.688641402022267	3082/7042/7043/7474	4
WP2018	RANKL/RANK signaling pathway	7/642	54/6026	0.351370428637246	0.849416955155691	0.688641402022267	1513/3383/4067/6688/6772/4982/7185	7
WP4336	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	9/642	72/6026	0.35841802986784	0.849416955155691	0.688641402022267	22943/8061/11211/5328/6423/6425/7480/7472/7474	9
WP3640	Imatinib and chronic myeloid leukemia	3/642	20/6026	0.360455031256934	0.849416955155691	0.688641402022267	5243/5159/11040	3
WP4224	Purine metabolism and related disorders	3/642	20/6026	0.360455031256934	0.849416955155691	0.688641402022267	100/316/7498	3
WP4300	Extracellular vesicles in the crosstalk of cardiac cells	3/642	20/6026	0.360455031256934	0.849416955155691	0.688641402022267	3569/4318/6696	3
WP4963	p53 transcriptional gene network	10/642	81/6026	0.360518583451173	0.849416955155691	0.688641402022267	6347/126129/55332/3383/9636/4688/5268/5054/23657/7124	10
WP5098	T-cell activation SARS-CoV-2	10/642	81/6026	0.360518583451173	0.849416955155691	0.688641402022267	941/1493/29851/3458/3594/3595/3605/51561/3937/7124	10
WP2814	Mammary gland development pathway - Puberty (Stage 2 of 4)	2/642	12/6026	0.371023509118927	0.853354070973532	0.691833310236796	8061/7076	2
WP2881	Estrogen receptor pathway	2/642	12/6026	0.371023509118927	0.853354070973532	0.691833310236796	1545/8431	2
WP4211	Transcriptional cascade regulating adipogenesis	2/642	12/6026	0.371023509118927	0.853354070973532	0.691833310236796	1051/1959	2
WP4792	Purine metabolism	2/642	12/6026	0.371023509118927	0.853354070973532	0.691833310236796	100/7498	2
WP5171	Leukotriene metabolic pathway	2/642	12/6026	0.371023509118927	0.853354070973532	0.691833310236796	240/1800	2
WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	4/642	29/6026	0.373757983730638	0.855569223421317	0.693629184074817	59272/4939/6772/7097	4
WP4018	Clear cell renal cell carcinoma pathways	10/642	83/6026	0.390275524550127	0.886072013209411	0.71835848079743	229/3091/3099/3101/4199/5159/5313/29968/7042/7043	10
WP4864	Host-pathogen interaction of human coronaviruses - apoptosis	3/642	21/6026	0.390752254272473	0.886072013209411	0.71835848079743	5600/6300/7124	3
WP306	Focal adhesion	21/642	183/6026	0.392716315678478	0.886364394732266	0.718595521064407	330/1277/1278/1282/1284/1290/50509/2268/2318/3055/3082/3678/3918/10319/5159/5228/8503/6696/7058/3371/7450	21
WP2839	Hair follicle development: organogenesis - part 2 of 3	4/642	30/6026	0.398983755913673	0.896321647006066	0.726668089105931	3624/6469/6615/7474	4
WP2828	Bladder cancer	5/642	39/6026	0.402996808972043	0.897195577070472	0.727376603836146	1839/4312/4313/4318/1890	5
WP2435	Quercetin and Nf-kB / AP-1 induced apoptosis	2/642	13/6026	0.410518059073653	0.897195577070472	0.727376603836146	4312/5743	2
WP2813	Mammary gland development pathway - Embryonic development (Stage 1 of 4)	2/642	13/6026	0.410518059073653	0.897195577070472	0.727376603836146	249/7124	2
WP5176	Disorders of bile acid synthesis and biliary transport	2/642	13/6026	0.410518059073653	0.897195577070472	0.727376603836146	1244/9420	2
WP5192	Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids	2/642	13/6026	0.410518059073653	0.897195577070472	0.727376603836146	56624/3091	2
WP692	Sulfation biotransformation reaction	2/642	13/6026	0.410518059073653	0.897195577070472	0.727376603836146	6783/6822	2
WP357	Fatty acid biosynthesis	3/642	22/6026	0.420675326034856	0.911148800335585	0.738688795303122	2180/2182/6319	3
WP3612	Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling	3/642	22/6026	0.420675326034856	0.911148800335585	0.738688795303122	1244/5600/6300	3
WP2406	Cardiac progenitor differentiation	4/642	31/6026	0.424030025159226	0.914314741749582	0.741255495109174	290/22943/3624/7070	4
WP69	T-cell receptor signaling pathway	10/642	86/6026	0.43511944865366	0.934056416443189	0.757260514148123	1234/29851/3601/3605/3552/3553/3569/3937/1326/3604	10
WP3925	Amino acid metabolism	9/642	77/6026	0.437415528354706	0.934830531837713	0.757888106883795	384/445/586/875/1373/3034/4942/5009/6999	9
WP5220	Metabolic reprogramming in pancreatic cancer	5/642	41/6026	0.446775922441113	0.937035723630844	0.759675905395389	3099/3949/4199/9122/8140	5
WP4666	Hepatitis B infection	15/642	133/6026	0.448538174980023	0.937035723630844	0.759675905395389	843/84699/9586/1959/1960/3569/5600/6300/4318/8503/6772/7042/7043/7097/7124	15
WP58	Monoamine GPCRs	2/642	14/6026	0.448749873750016	0.937035723630844	0.759675905395389	3274/3352	2
WP3845	Canonical and non-canonical Notch signaling	3/642	23/6026	0.450087552551461	0.937035723630844	0.759675905395389	4237/4854/4855	3
WP4483	Relationship between inflammation, COX-2 and EGFR	3/642	23/6026	0.450087552551461	0.937035723630844	0.759675905395389	4312/51365/5743	3
WP5046	NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence	3/642	23/6026	0.450087552551461	0.937035723630844	0.759675905395389	3553/3569/10135	3
WP5205	Clock-controlled autophagy in bone metabolism	8/642	70/6026	0.473217654673765	0.96907285010538	0.785649123328324	8553/115908/1513/22943/3569/4982/7480/7474	8
WP3945	TYROBP causal network in microglia	7/642	61/6026	0.478017238924904	0.96907285010538	0.785649123328324	10261/3687/3689/4094/4688/5341/6696	7
WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	6/642	52/6026	0.483431057034695	0.96907285010538	0.785649123328324	602/79092/3575/9021/7124/7185	6
WP395	IL-4 signaling pathway	6/642	52/6026	0.483431057034695	0.96907285010538	0.785649123328324	1051/9046/5600/8651/9021/6772	6
WP4746	Thyroid hormones production and peripheral downstream signaling effects	9/642	80/6026	0.48448897825014	0.96907285010538	0.785649123328324	1734/50506/405753/4852/5593/6469/5172/7038/7253	9
WP197	Cholesterol biosynthesis pathway	2/642	15/6026	0.48553960605694	0.96907285010538	0.785649123328324	4597/6713	2
WP2855	Dopaminergic neurogenesis	2/642	15/6026	0.48553960605694	0.96907285010538	0.785649123328324	4929/6469	2
WP4159	GABA receptor signaling	2/642	15/6026	0.48553960605694	0.96907285010538	0.785649123328324	2557/2562	2
WP4872	MAP3K1 role in promoting and blocking gonadal determination	2/642	15/6026	0.48553960605694	0.96907285010538	0.785649123328324	2254/5600	2
WP5182	Pro-survival signaling of neuroprotectin D1	2/642	15/6026	0.48553960605694	0.96907285010538	0.785649123328324	330/7124	2
WP4673	Male infertility	11/642	99/6026	0.489359650949063	0.972677824725915	0.788571757214864	5243/338/56603/2346/4313/4318/4843/29968/6648/7124/10537	11
WP1591	Heart development	4/642	34/6026	0.497254443633683	0.98431924702897	0.798009719722735	8553/2255/2296/6469	4
WP205	IL-7 signaling pathway	3/642	25/6026	0.506929965785815	0.990264721569572	0.802829849458169	3559/3575/6772	3
WP3613	Photodynamic therapy-induced unfolded protein response	3/642	25/6026	0.506929965785815	0.990264721569572	0.802829849458169	467/121506/6783	3
WP4950	16p11.2 distal deletion syndrome	3/642	25/6026	0.506929965785815	0.990264721569572	0.802829849458169	8519/5350/7185	3
WP2267	Synaptic vesicle pathway	5/642	44/6026	0.510714977471558	0.990264721569572	0.802829849458169	22999/246213/6507/6581/6532	5
WP2858	Ectoderm differentiation	13/642	120/6026	0.518789359773847	0.990264721569572	0.802829849458169	398/6347/1496/54898/57476/9687/152789/3801/3853/4061/6469/6781/4982	13
WP2011	SREBF and miR33 in cholesterol and lipid homeostasis	2/642	16/6026	0.520760329769506	0.990264721569572	0.802829849458169	3949/6319	2
WP368	Mitochondrial long chain fatty acid beta-oxidation	2/642	16/6026	0.520760329769506	0.990264721569572	0.802829849458169	2180/2182	2
WP4558	Overview of interferons-mediated signaling pathway	2/642	16/6026	0.520760329769506	0.990264721569572	0.802829849458169	3458/6772	2
WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	2/642	16/6026	0.520760329769506	0.990264721569572	0.802829849458169	3569/64386	2
WP4912	SARS coronavirus and innate immunity	2/642	16/6026	0.520760329769506	0.990264721569572	0.802829849458169	59272/6772	2
WP3851	TLR4 signaling and tolerance	3/642	26/6026	0.534180347582005	0.999999174117655	0.810721788758347	3569/11213/7124	3
WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	3/642	26/6026	0.534180347582005	0.999999174117655	0.810721788758347	2557/2562/8503	3
WP4658	Small cell lung cancer	10/642	93/6026	0.537848883030621	0.999999174117655	0.810721788758347	330/1282/1284/3918/10319/4843/8503/5743/6258/7185	10
WP254	Apoptosis	9/642	84/6026	0.545601805299619	0.999999174117655	0.810721788758347	330/834/843/3002/8739/3659/5551/7124/7185	9
WP3303	RAC1/PAK1/p38/MMP2 pathway	7/642	65/6026	0.547654632879004	0.999999174117655	0.810721788758347	285/9046/5600/6300/4313/4843/79931	7
WP100	Glutathione metabolism	2/642	17/6026	0.554328433833662	0.999999174117655	0.810721788758347	290/2938	2
WP3678	Amplification and expansion of oncogenic pathways as metastatic traits	2/642	17/6026	0.554328433833662	0.999999174117655	0.810721788758347	3371/7472	2
WP3874	Canonical and non-canonical TGF-B signaling	2/642	17/6026	0.554328433833662	0.999999174117655	0.810721788758347	26585/4017	2
WP4784	Proteoglycan biosynthesis	2/642	17/6026	0.554328433833662	0.999999174117655	0.810721788758347	9469/55790	2
WP5074	Kallmann syndrome	2/642	17/6026	0.554328433833662	0.999999174117655	0.810721788758347	60675/9723	2
WP2643	Nanoparticle-mediated activation of receptor signaling	3/642	27/6026	0.560557581728141	0.999999174117655	0.810721788758347	1277/5600/6300	3
WP286	IL-3 signaling pathway	5/642	47/6026	0.571441263105429	0.999999174117655	0.810721788758347	1232/1439/3055/3568/4067	5
WP4150	Wnt signaling in kidney disease	3/642	28/6026	0.586010579398612	0.999999174117655	0.810721788758347	7480/7472/7474	3
WP4561	Cell migration and invasion through p75NTR	3/642	28/6026	0.586010579398612	0.999999174117655	0.810721788758347	4313/4318/7291	3
WP3859	TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition	2/642	18/6026	0.586195857305203	0.999999174117655	0.810721788758347	6615/3371	2
WP4760	PKC-gamma calcium signaling pathway in ataxia	2/642	18/6026	0.586195857305203	0.999999174117655	0.810721788758347	2769/2893	2
WP5193	Cholesterol synthesis disorders	2/642	18/6026	0.586195857305203	0.999999174117655	0.810721788758347	4597/6713	2
WP399	Wnt signaling pathway and pluripotency	9/642	87/6026	0.589535797747875	0.999999174117655	0.810721788758347	8061/11211/3949/120892/4316/5328/7480/7472/7474	9
WP127	IL-5 signaling pathway	4/642	39/6026	0.609143363626596	0.999999174117655	0.810721788758347	1439/3568/4067/6772	4
WP408	Oxidative stress response	3/642	29/6026	0.610501263514148	0.999999174117655	0.810721788758347	3726/6648/7498	3
WP4698	Vitamin D-sensitive calcium signaling in depression	3/642	29/6026	0.610501263514148	0.999999174117655	0.810721788758347	775/1594/2906	3
WP3594	Circadian rhythm genes	16/642	157/6026	0.614684974887539	0.999999174117655	0.810721788758347	100/134/8553/1960/50865/3569/4543/4547/10135/4843/5551/5593/60675/5730/5054/6532	16
WP1584	Type II diabetes mellitus	2/642	19/6026	0.61634348326974	0.999999174117655	0.810721788758347	6514/7124	2
WP325	Triacylglyceride synthesis	2/642	19/6026	0.61634348326974	0.999999174117655	0.810721788758347	56895/2819	2
WP4722	Glycerolipids and glycerophospholipids	2/642	19/6026	0.61634348326974	0.999999174117655	0.810721788758347	56895/80339	2
WP4657	22q11.2 copy number variation syndrome	9/642	89/6026	0.617687516713936	0.999999174117655	0.810721788758347	8854/9076/56603/2255/2296/4942/5625/6469/7450	9
WP4149	White fat cell differentiation	3/642	30/6026	0.63400320880309	0.999999174117655	0.810721788758347	1051/1959/7480	3
WP4313	Ferroptosis	6/642	61/6026	0.644230738201512	0.999999174117655	0.810721788758347	2180/2182/246/875/1803/23657	6
WP2878	PPAR-alpha pathway	2/642	20/6026	0.644775533493386	0.999999174117655	0.810721788758347	335/345	2
WP3580	Methionine de novo and salvage pathway	2/642	20/6026	0.644775533493386	0.999999174117655	0.810721788758347	51074/259307	2
WP2332	Interleukin-11 signaling pathway	4/642	41/6026	0.649373258172047	0.999999174117655	0.810721788758347	3383/3589/9021/6772	4
WP4844	Influence of laminopathies on Wnt signaling	3/642	31/6026	0.656500335622075	0.999999174117655	0.810721788758347	1051/6696/7480	3
WP382	MAPK signaling pathway	21/642	210/6026	0.656588899723622	0.999999174117655	0.810721788758347	775/994/1846/2255/2252/2254/2318/3310/3552/3553/120892/1326/5600/6300/22808/5159/283748/115727/7042/7043/7124	21
WP2359	Parkin-ubiquitin proteasomal system pathway	6/642	62/6026	0.66014054069783	0.999999174117655	0.810721788758347	834/3310/9627/10381/84617/9246	6
WP1423	Ganglio sphingolipid metabolism	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	6482	1
WP2333	Trans-sulfuration pathway	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	875	1
WP2436	Dopamine metabolism	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	4129	1
WP3656	Interleukin-1 induced activation of NF-kB	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	3552	1
WP5050	TCA cycle in senescence	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	4199	1
WP5104	Acquired partial lipodystrophy / Barraquer-Simons syndrome	1/642	10/6026	0.676128981795692	0.999999174117655	0.810721788758347	629	1
WP4823	Genes controlling nephrogenesis	3/642	32/6026	0.677985670806666	0.999999174117655	0.810721788758347	2296/5159/6469	3
WP2586	Aryl hydrocarbon receptor pathway	4/642	43/6026	0.686756606128326	0.999999174117655	0.810721788758347	1545/135112/5743/7124	4
WP410	Exercise-induced circadian regulation	4/642	43/6026	0.686756606128326	0.999999174117655	0.810721788758347	1051/50486/2674/10381	4
WP4539	Synaptic signaling pathways associated with autism spectrum disorder	4/642	43/6026	0.686756606128326	0.999999174117655	0.810721788758347	775/2906/116443/8503	4
WP4482	Vitamin D in inflammatory diseases	2/642	22/6026	0.696598776043765	0.999999174117655	0.810721788758347	3569/7124	2
WP3679	Cell-type dependent selectivity of CCK2R signaling	1/642	11/6026	0.710691015320819	0.999999174117655	0.810721788758347	952	1
WP4788	Autosomal recessive osteopetrosis pathways	1/642	11/6026	0.710691015320819	0.999999174117655	0.810721788758347	29887	1
WP4919	Neuroinflammation	1/642	11/6026	0.710691015320819	0.999999174117655	0.810721788758347	4843	1
WP4947	Nitric oxide metabolism in cystic fibrosis	1/642	11/6026	0.710691015320819	0.999999174117655	0.810721788758347	4843	1
WP5191	Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution	1/642	11/6026	0.710691015320819	0.999999174117655	0.810721788758347	2358	1
WP170	Nuclear receptors	3/642	34/6026	0.717931707717521	0.999999174117655	0.810721788758347	9970/4929/6258	3
WP2361	Gastric cancer network 1	2/642	23/6026	0.720076035423985	0.999999174117655	0.810721788758347	11082/6286	2
WP34	Ovarian infertility	2/642	23/6026	0.720076035423985	0.999999174117655	0.810721788758347	1051/2701	2
WP5064	7-oxo-C and 7-beta-HC pathways	2/642	23/6026	0.720076035423985	0.999999174117655	0.810721788758347	134526/3290	2
WP428	Wnt signaling	9/642	98/6026	0.730717608046868	0.999999174117655	0.810721788758347	22943/8061/11211/5328/6423/6425/7480/7472/7474	9
WP3527	Pre-implantation embryo	3/642	35/6026	0.736413934978465	0.999999174117655	0.810721788758347	366/55509/94234	3
WP2513	Nanoparticle triggered regulated necrosis	1/642	12/6026	0.741569879520991	0.999999174117655	0.810721788758347	7124	1
WP3876	BMP2-WNT4-FOXO1 pathway in primary endometrial stromal cell differentiation	1/642	12/6026	0.741569879520991	0.999999174117655	0.810721788758347	22943	1
WP4190	Mevalonate arm of cholesterol biosynthesis pathway	1/642	12/6026	0.741569879520991	0.999999174117655	0.810721788758347	4597	1
WP4504	Cysteine and methionine catabolism	1/642	12/6026	0.741569879520991	0.999999174117655	0.810721788758347	875	1
WP5173	Disorders of galactose metabolism 	1/642	12/6026	0.741569879520991	0.999999174117655	0.810721788758347	6514	1
WP1539	Angiogenesis	2/642	24/6026	0.742003681201783	0.999999174117655	0.810721788758347	3091/4318	2
WP26	S1P receptor signal transduction	2/642	24/6026	0.742003681201783	0.999999174117655	0.810721788758347	6300/8877	2
WP289	Myometrial relaxation and contraction pathways	12/642	131/6026	0.753252605263439	0.999999174117655	0.810721788758347	133/467/2786/3488/3553/3569/23764/5142/10268/6004/5999/8490	12
WP1422	Sphingolipid pathway	2/642	25/6026	0.76244487384665	0.999999174117655	0.810721788758347	56624/8877	2
WP1528	Physiological and pathological hypertrophy of the heart	2/642	25/6026	0.76244487384665	0.999999174117655	0.810721788758347	183/5600	2
WP581	EPO receptor signaling	2/642	25/6026	0.76244487384665	0.999999174117655	0.810721788758347	8651/6772	2
WP3931	Embryonic stem cell pluripotency pathways	8/642	91/6026	0.767951411659929	0.999999174117655	0.810721788758347	2255/2252/2254/6300/5159/7480/7472/7474	8
WP304	Kit receptor signaling pathway	5/642	59/6026	0.768241741560703	0.999999174117655	0.810721788758347	3726/4067/6615/8651/6772	5
WP47	Hedgehog signaling pathway	1/642	13/6026	0.769157531224935	0.999999174117655	0.810721788758347	6469	1
WP5037	Riboflavin and CoQ disorders	1/642	13/6026	0.769157531224935	0.999999174117655	0.810721788758347	55065	1
WP241	One-carbon metabolism	2/642	26/6026	0.781466917702037	0.999999174117655	0.810721788758347	2346/2745	2
WP4875	Disruption of postsynaptic signaling by CNV	2/642	26/6026	0.781466917702037	0.999999174117655	0.810721788758347	2906/9378	2
WP5038	Mitochondrial immune response to SARS-CoV-2	2/642	26/6026	0.781466917702037	0.999999174117655	0.810721788758347	1636/59272	2
WP2272	Pathogenic Escherichia coli infection	4/642	49/6026	0.781594986745227	0.999999174117655	0.810721788758347	9076/23643/10381/84617	4
WP710	DNA damage response (only ATM dependent)	9/642	103/6026	0.782858642499432	0.999999174117655	0.810721788758347	8061/3949/5288/8503/5328/6648/7480/7472/7474	9
WP4758	Nephrotic syndrome	3/642	38/6026	0.78613111224779	0.999999174117655	0.810721788758347	8542/1493/8029	3
WP3915	Angiopoietin-like protein 8 regulatory pathway	11/642	125/6026	0.79213523369338	0.999999174117655	0.810721788758347	64240/64241/1555/1576/1734/1326/5600/6300/5288/8503/6319	11
WP536	Calcium regulation in cardiac cells	11/642	125/6026	0.79213523369338	0.999999174117655	0.810721788758347	775/2701/2702/2709/10052/2786/3760/5350/6004/5999/8490	11
WP3969	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	1/642	14/6026	0.793804274107622	0.999999174117655	0.810721788758347	283120	1
WP4584	Biomarkers for pyrimidine metabolism disorders	1/642	14/6026	0.793804274107622	0.999999174117655	0.810721788758347	1890	1
WP2112	IL-17 signaling pathway	2/642	27/6026	0.799139664579949	0.999999174117655	0.810721788758347	1051/3605	2
WP2525	Trans-sulfuration and one-carbon metabolism	2/642	27/6026	0.799139664579949	0.999999174117655	0.810721788758347	875/29968	2
WP2533	Glycerophospholipid biosynthetic pathway	2/642	27/6026	0.799139664579949	0.999999174117655	0.810721788758347	2819/5320	2
WP5085	Vasopressin-regulated water reabsorption	3/642	39/6026	0.800880091299556	0.999999174117655	0.810721788758347	398/84699/9586	3
WP4630	Measles virus infection	10/642	116/6026	0.805059189800029	0.999999174117655	0.810721788758347	3310/3552/3553/3559/3569/4939/8503/6504/6772/7097	10
WP1772	Apoptosis modulation and signaling	7/642	84/6026	0.805712173922337	0.999999174117655	0.810721788758347	597/330/664/834/843/8739/8794	7
WP3940	One-carbon metabolism and related pathways	3/642	40/6026	0.814767044828531	0.999999174117655	0.810721788758347	64902/586/6648	3
WP4222	Phosphodiesterases in neuronal function	3/642	40/6026	0.814767044828531	0.999999174117655	0.810721788758347	2906/10846/5142	3
WP4481	Resistin as a regulator of inflammation	2/642	28/6026	0.815534209593898	0.999999174117655	0.810721788758347	3569/7124	2
WP1946	Cori cycle	1/642	15/6026	0.815823178968385	0.999999174117655	0.810721788758347	6514	1
WP2291	Deregulation of Rab and Rab effector genes in bladder cancer	1/642	15/6026	0.815823178968385	0.999999174117655	0.810721788758347	201294	1
WP4962	Airway smooth muscle cell contraction	1/642	15/6026	0.815823178968385	0.999999174117655	0.810721788758347	952	1
